2166;rub;Wed Nov 21 06:30:58 CST 2007;Send comment notification only if comment is not validated and $conf is true.;0;1;0
2167;rub;Wed Nov 21 06:34:13 CST 2007;Send comment notification only if comment is not validated and $conf is true.

Merge BSF 2165:2166 into branch-1_7;0;1;0
2168;rub;Thu Nov 22 14:26:31 CST 2007;Fix problem with UTF8 and mail;0;1;0
2169;vdigital;Fri Nov 23 07:49:36 CST 2007;New feature: 745: Separate CSS for slideshow;0;2;0
2170;ddtddt;Sun Nov 25 19:27:58 CST 2007;Update of files admin.lang.php and common.lang.php;0;2;0
2171;rub;Wed Nov 28 06:32:02 CST 2007;Add Dutch language from Peter Webmaster terwolde.net
;26;0;0
2172;rub;Wed Nov 28 14:28:28 CST 2007;French translation correction;0;1;0
2173;rub;Wed Nov 28 14:29:09 CST 2007;French translation correction;0;1;0
2174;patdenice;Thu Nov 29 21:03:15 CST 2007;Add second parameter for render_category_description to differentiate both triggers in category_cats.inc.php and section_init.inc.php.
Add render_page_banner trigger.;0;3;0
2175;patdenice;Thu Nov 29 21:08:38 CST 2007;Merge from branch-1_7: 2174

Add second parameter for render_category_description to differentiate both triggers in category_cats.inc.php and section_init.inc.php.
Add render_page_banner trigger.;0;3;0
2176;plg;Fri Nov 30 07:03:19 CST 2007;New: procedure and release creation script added.
;2;0;0
2177;rub;Tue Dec 11 14:04:07 CST 2007;Resolved issue 0000784: Mail notification disabled on register user
;0;4;0
2178;rub;Tue Dec 11 14:10:38 CST 2007;Resolved issue 0000784: Mail notification disabled on register user

Merge branch-1_7 2176:2177 into BSF;0;4;0
2179;ddtddt;Thu Dec 13 04:19:24 CST 2007;comit for the bug 782 and 783
;0;2;0
2180;ddtddt;Thu Dec 13 04:22:59 CST 2007;comit for the bug 783
;0;1;0
2181;rub;Tue Jan 15 05:03:17 CST 2008;Resolved issue 0000791: recent icon is wrong with winter time
;0;1;0
2182;rub;Tue Jan 15 05:08:26 CST 2008;Resolved issue 0000791: recent icon is wrong with winter time

Merge branch-1_7 2180:2181 into BSF
;0;1;0
2183;ddtddt;Sun Jan 20 20:29:38 CST 2008;Correction of the bug 779.

File history.hrml in French
;2;1;0
2184;ddtddt;Sun Jan 20 20:33:11 CST 2008;Correction of the bug 779.

File history.hrml in French
;2;1;0
2185;ddtddt;Mon Jan 21 04:11:00 CST 2008;code's cleaning you rub;0;1;0
2186;ddtddt;Mon Jan 21 04:21:52 CST 2008;code's cleaning thank you rub
;0;2;0
2187;ddtddt;Mon Jan 21 04:22:33 CST 2008;code's cleaning thank you rub;0;3;0
2188;patdenice;Mon Jan 21 07:15:03 CST 2008;Place for create empty local files in install.php;0;1;0
2189;patdenice;Mon Jan 21 07:17:05 CST 2008;Place for create empty local files in install.php;0;1;0
2190;vdigital;Wed Jan 23 04:19:51 CST 2008;Locked bug: Search in sub-categories on synchronize screen has been hidden and replaced by a picture of a checked box.
Currently if the real checkbox is unselected, it can duplicate all existing categories.

A Warning message invites webmasters to contact us if they need this option.
;0;1;0
2191;ddtddt;Wed Jan 23 05:17:00 CST 2008;Translation in English and correction of  tag </ul>;0;2;0
2192;ddtddt;Wed Jan 23 05:53:08 CST 2008;Translation in English, spanish and correction of  tag </ul>
Thank you with Bertrand Dubouclez for Translation in English
Thank you with Cindy Maire d Eglise for Translation in spanish;1;2;0
